ID,Name,Date,Amount
00012266,Alexander Landry,2023-01-02,386
00015483,Thomas Murray,2023-01-02,341
00016307,Latoya Haynes,2023-01-02,140
00018661,Dr. Jeffrey Jackson DVM,2023-01-02,421
00019160,Madison Garcia,2023-01-02,326
00022090,Timothy Montes,2023-01-02,204
00025793,Ivan Hall,2023-01-02,283
00027698,Brittany Dean,2023-01-02,107
00028330,Jessica Smith,2023-01-02,360
00028500,Ronald Peters,2023-01-02,433
00031186,Michelle Romero,2023-01-02,333
00034966,Roger Thomas,2023-01-02,420
00037251,Sharon Barker,2023-01-02,199
00038093,Courtney Ramos,2023-01-02,185
00040614,Stephanie Taylor,2023-01-02,356
00042230,Kimberly Anderson,2023-01-02,293
00046716,Tanner Munoz,2023-01-02,313
00050210,Diana Richard,2023-01-02,269
00051499,David Huff,2023-01-02,291
00052924,Clinton Kelly,2023-01-02,464
00054990,Kelly Gates,2023-01-02,161
00057206,Elizabeth Delacruz,2023-01-02,406
00057470,Becky Morris,2023-01-02,438
00061275,Mary Ryan,2023-01-02,307
00064557,Dennis Anderson,2023-01-02,341
00066511,Amanda Blackwell,2023-01-02,119
00070052,Mary Ross,2023-01-02,304
00073627,Vanessa Atkinson,2023-01-02,245
00076966,Melissa Houston,2023-01-02,146
00079876,Brittany Mendoza,2023-01-02,485
00080085,Steven Kerr,2023-01-02,180
00085034,Cynthia Gonzalez,2023-01-02,238
00085221,Brandi Dalton,2023-01-02,134
00087463,Robert Norton,2023-01-02,219
00089431,Jennifer Castro,2023-01-02,192
00093694,David Perez,2023-01-02,195
00094650,Leslie Smith,2023-01-02,328
00094771,Christopher Harris,2023-01-02,173
00097759,Nicholas Perez,2023-01-02,401
00100726,Theresa Lewis,2023-01-02,426
00101390,Kayla Carr,2023-01-02,306
00103929,Bryan Mitchell,2023-01-02,242
00107111,Richard Howard,2023-01-02,491
00112029,Michael Mcfarland,2023-01-02,174
00114102,Lawrence Stone,2023-01-02,345
00115572,Anna Myers,2023-01-02,240
00118262,Brooke Vasquez,2023-01-02,293
00121442,William Reynolds,2023-01-02,361
00123349,Andrew James,2023-01-02,127
00127505,Shawn Baldwin,2023-01-02,466
00127746,Nicole Garcia,2023-01-02,244
00132095,Chad Benton,2023-01-02,206
00134789,Debra Townsend,2023-01-02,489
00139438,John Bartlett,2023-01-02,375
00144312,Amanda Campbell,2023-01-02,462
00149047,Robert Gomez,2023-01-02,286
00151680,Cynthia Garner,2023-01-02,197
00155202,Karen Shannon,2023-01-02,190
00156837,Mitchell Castillo,2023-01-02,417
00160406,Diana Lopez,2023-01-02,190
00162205,Tamara Watson,2023-01-02,167
00163809,Bryan Livingston,2023-01-02,130
00164724,Mr. Connor Austin DVM,2023-01-02,265
00165443,Paul Bennett,2023-01-02,159
00169148,Barbara Chandler,2023-01-02,266
00173128,Paula Young,2023-01-02,143
00173980,Laura Smith MD,2023-01-02,134
00178527,Angela Schwartz,2023-01-02,337
00182909,Alexander Thompson,2023-01-02,205
00187196,Nicole Moore,2023-01-02,125
00187724,Julia Smith,2023-01-02,265
00191356,Paul Gonzalez,2023-01-02,167
00194221,Jason Rogers,2023-01-02,131
00198388,Jason Williams,2023-01-02,336
00198979,Mrs. Jennifer White MD,2023-01-02,248
00201744,Lisa Ellis,2023-01-02,429
00205095,Pamela Reeves,2023-01-02,452
00209378,Jason Hall,2023-01-02,475
00211193,James Waters,2023-01-02,394
00213862,Andrew Snow,2023-01-02,157
00216241,Cynthia Branch DDS,2023-01-02,216
00220055,Amber Becker,2023-01-02,201
00222267,Jerry Phillips,2023-01-02,247
00227214,Susan Ruiz,2023-01-02,302
00228349,Michael Schaefer,2023-01-02,118
00229067,Leslie Monroe,2023-01-02,441
00229687,Shannon Jones,2023-01-02,425
00231921,Danielle Burke,2023-01-02,163
00232675,Michael Whitaker,2023-01-02,319
00232959,Tommy Patrick,2023-01-02,153
00233956,Robert Taylor,2023-01-02,353
00234891,Aaron Leblanc,2023-01-02,382
00239708,Gabriel Gomez,2023-01-02,105
00240229,Jeffrey Moore,2023-01-02,293
00244104,Jessica Sawyer,2023-01-02,421
00247165,Julie Hill,2023-01-02,301
00250085,Cynthia Trujillo,2023-01-02,267
00251964,David Hill,2023-01-02,443
00253062,Matthew Rhodes,2023-01-02,102
00253745,Troy Price,2023-01-02,129
00257933,Elizabeth Day,2023-01-02,155
00259660,Michael Brewer,2023-01-02,238
00260015,Brandon Johnson,2023-01-02,472
00261277,Carl Davila,2023-01-02,148
00263090,Billy White,2023-01-02,184
00267894,Vincent White,2023-01-02,229
00269060,Jessica Powell,2023-01-02,371
00270170,Joanna Bradley,2023-01-02,418
00271570,Lisa Hansen,2023-01-02,259
00276309,Dawn Kane,2023-01-02,130
00280418,Lisa Smith,2023-01-02,485
00285274,Daniel Greene,2023-01-02,325
00286949,Bernard Garcia,2023-01-02,401
00291701,David Martin,2023-01-02,101
00293711,Richard Woods,2023-01-02,458
00296989,Edward Figueroa,2023-01-02,461
00298097,Jennifer Hamilton DVM,2023-01-02,414
00299161,Rebecca Brown,2023-01-02,249
00302607,Alexander Dorsey,2023-01-02,103
00305082,Derrick Martin,2023-01-02,273
00309680,Kevin Allen,2023-01-02,320
00310543,Joe Brown,2023-01-02,141
00314947,Cassandra Hayes,2023-01-02,150
00319717,Joseph Simmons,2023-01-02,296
00320871,Gloria Davidson,2023-01-02,153
00323890,Gary Mcmahon,2023-01-02,276
00325121,Becky Morgan,2023-01-02,114
00327310,Matthew Gallagher,2023-01-02,262
00329592,Renee Woods,2023-01-02,188
00333905,Claire Atkins,2023-01-02,419
00336959,Jennifer Johnson,2023-01-02,182
00337921,Richard Wright,2023-01-02,456
00338628,Stephanie Vasquez,2023-01-02,225
00343152,Penny Harmon,2023-01-02,176
00345931,Christine Taylor,2023-01-02,455
00346140,Anthony Clay,2023-01-02,302
00348378,Troy Foster,2023-01-02,469
00352674,Janet Jackson,2023-01-02,494
00355238,Amber Lambert,2023-01-02,346
00355434,Kiara Shaffer,2023-01-02,411
00358911,Angela Ramirez,2023-01-02,226
00359776,Patricia Howard,2023-01-02,490
00361764,Samuel Rivera,2023-01-02,351
00363782,Mr. Bobby Smith DDS,2023-01-02,142
00366864,Steven Baldwin,2023-01-02,207
00369402,Cheryl Cox,2023-01-02,144
00371018,Brett Adams,2023-01-02,257
00373587,Mrs. Emily Castaneda MD,2023-01-02,453
00374385,Angela Reyes,2023-01-02,182
00377346,Janet Davis,2023-01-02,447
00381418,Mark Brewer,2023-01-02,357
00385541,Catherine Bentley,2023-01-02,325
00387553,Cynthia Pittman,2023-01-02,465
00392454,Jordan Gill,2023-01-02,474
00395651,Charles Levy,2023-01-02,307
00398675,Amanda Hawkins,2023-01-02,200
00399704,David Pratt,2023-01-02,144
00403269,John Clark,2023-01-02,404
00407814,Stephanie Morrison,2023-01-02,391
00409152,Jared Smith,2023-01-02,320
00413717,Shawn Lawson,2023-01-02,439
00418211,Sheila Scott,2023-01-02,244
00420821,Bryce Montgomery,2023-01-02,413
00423488,Sherri Jacobs,2023-01-02,314
00427377,Wendy Jordan,2023-01-02,429
00427860,Chad Jensen,2023-01-02,500
00431334,Charles Sheppard,2023-01-02,224
00431693,Laura Ball,2023-01-02,291
00434528,Tyrone Hunter,2023-01-02,225
00437798,Daniel Fleming,2023-01-02,130
00440543,Robert Bass,2023-01-02,398
00442796,Tracey Johnston,2023-01-02,147
00443650,Erik Parker,2023-01-02,500
00444911,Jose Williamson,2023-01-02,126
00447075,Pamela Lee,2023-01-02,187
00448488,Ryan Price,2023-01-02,340
00451725,Kimberly Cox,2023-01-02,470
00454792,Richard Cordova,2023-01-02,225
00456056,Kyle Baker,2023-01-02,184
00456274,John Freeman,2023-01-02,367
00458107,William Torres,2023-01-02,347
00458595,Aaron Alvarado Jr.,2023-01-02,395
00461418,Crystal Burke,2023-01-02,314
00464508,Antonio Snyder,2023-01-02,188
00465179,Brett Miles,2023-01-02,229
00466752,Mariah Hill,2023-01-02,137
00470663,Linda Calderon,2023-01-02,264
00472448,Michele Sullivan,2023-01-02,175
00475378,William Hooper,2023-01-02,182
00477145,Heather Pope,2023-01-02,439
00477312,Morgan Olson,2023-01-02,183
00479943,Randy Washington,2023-01-02,460
00483537,James Davis,2023-01-02,299
00488002,Eric Stanley,2023-01-02,279
00492583,Sara Reeves,2023-01-02,406
00496387,James Gilbert,2023-01-02,166
00497618,Madison Burton,2023-01-02,463
00498953,Michelle Hall,2023-01-02,319
00502143,Brett Parrish,2023-01-02,329
00502550,Grace Williams,2023-01-02,143
00507235,Gary Lee,2023-01-02,127
00509870,Megan Mclean,2023-01-02,107
00512157,Samuel Ramirez,2023-01-02,180
00516965,David Patel,2023-01-02,382
00519717,Kenneth Kelly,2023-01-02,376
00520412,Brian Deleon,2023-01-02,445
00524886,Dustin Smith MD,2023-01-02,244
00527203,Mark Payne,2023-01-02,369
00532125,Dana Leon,2023-01-02,241
00532869,Diana Gray,2023-01-02,374
00536141,Jesse Cooley,2023-01-02,129
00538845,Todd Brown,2023-01-02,269
00541519,Raymond Price,2023-01-02,424
00546508,Amy Werner,2023-01-02,229
00547195,Yvonne Turner,2023-01-02,115
00549504,Carl Patton,2023-01-02,105
00552198,Dr. Morgan Porter,2023-01-02,282
00555578,Rachel Simmons,2023-01-02,395
00558835,Theresa Johns,2023-01-02,157
00558942,Heather Johnson,2023-01-02,225
00560969,Stephen Hall,2023-01-02,453
00563620,Brandon Young,2023-01-02,175
00565415,Gabriel Gonzalez,2023-01-02,296
00567646,Connie Gibson,2023-01-02,447
00567851,Tony Gonzalez,2023-01-02,334
00571093,Laura Miller,2023-01-02,413
00572215,Carlos Miles,2023-01-02,244
00573879,Andre Bennett,2023-01-02,279
00577587,Kathryn Blankenship,2023-01-02,479
00580154,Adam Ferguson,2023-01-02,164
00581126,Sandra Morales,2023-01-02,401
00583723,Laurie Johnston,2023-01-02,301
00584644,Alexander Wagner,2023-01-02,470
00588657,Stephanie Merritt,2023-01-02,262
00591662,Lisa Lane,2023-01-02,419
00594458,Susan Hobbs,2023-01-02,355
00597588,John Harris,2023-01-02,182
00598371,David Kline,2023-01-02,486
00599568,Zachary Blake,2023-01-02,487
00604154,Jacob Escobar,2023-01-02,420
00605063,Haley Johnson,2023-01-02,219
00607936,Brian Woods,2023-01-02,136
00612679,John Wiley,2023-01-02,102
00612951,Jason Martinez,2023-01-02,303
00614611,Maria George,2023-01-02,397
00617192,Julie Dorsey,2023-01-02,138
00621353,Sherri Myers,2023-01-02,439
00623371,Daniel Shepard,2023-01-02,219
00627488,Jennifer Peters,2023-01-02,433
00631890,Kevin Porter,2023-01-02,415
00634485,William Miller,2023-01-02,255
00635920,William Hebert,2023-01-02,286
00640007,Robert Mcdaniel,2023-01-02,330
00641882,Cassandra Schneider,2023-01-02,348
00645211,Jessica Hansen,2023-01-02,493
00649421,Jamie Powers,2023-01-02,347
00653263,Jennifer Edwards,2023-01-02,217
00658131,Dr. Eric Estrada,2023-01-02,243
00659814,James Bell,2023-01-02,305
00660704,Samantha Martinez,2023-01-02,489
00661206,Angela Hudson,2023-01-02,114
00663756,Casey Patterson,2023-01-02,224
00667857,Alex Sutton,2023-01-02,155
00672296,Evan Berry,2023-01-02,346
00675422,Andrew Zimmerman,2023-01-02,436
00677097,Jason Burns,2023-01-02,195
00678607,Justin Anthony,2023-01-02,113
00683598,Tasha Martin,2023-01-02,189
00683773,Larry Hull,2023-01-02,298
00685652,Anthony Fields,2023-01-02,181
00690563,Jill Myers,2023-01-02,306
00694862,Amanda Thompson,2023-01-02,116
00696460,Steven Peterson,2023-01-02,339
00697356,Linda Bartlett,2023-01-02,214
00697635,Janet Fischer,2023-01-02,414
00698451,Maria Bell,2023-01-02,453
00701333,Ryan Daniels,2023-01-02,363
00704175,Andrea Faulkner,2023-01-02,163
00704729,James Patterson,2023-01-02,160
00709341,Pamela Knight,2023-01-02,432
00709502,Margaret Murphy,2023-01-02,412
00711992,Lisa Hogan,2023-01-02,270
00716581,Justin Ramirez,2023-01-02,415
00718046,Joe Gonzalez,2023-01-02,415
00719660,Donald Ramirez,2023-01-02,307
00723225,Richard Garcia,2023-01-02,192
00725900,Adam Wood,2023-01-02,318
00729038,Danny Fields,2023-01-02,479
00733683,Jennifer Anderson,2023-01-02,319
00734463,Kyle Goodwin,2023-01-02,500
00739389,Zachary Mclean,2023-01-02,484
00744068,Robert Merritt,2023-01-02,107
00747728,Audrey Delgado,2023-01-02,407
00751663,Randy Mitchell,2023-01-02,207
00751831,Tyler Carr,2023-01-02,297
00752892,Angela Porter,2023-01-02,270
00755289,Donald Lewis,2023-01-02,306
00757603,Jason Lawrence,2023-01-02,201
00758569,Maria Matthews,2023-01-02,438
00758929,Willie Cooper,2023-01-02,275
00762528,Thomas Mendez,2023-01-02,192
00765165,Ronald Chan,2023-01-02,419
00769730,Mary Reese,2023-01-02,495
00769899,Susan Burns,2023-01-02,489
00772561,Melissa Melton,2023-01-02,148
00777423,Barbara Young,2023-01-02,401
00780769,Aaron Mccann,2023-01-02,245
00783503,Willie Phillips,2023-01-02,413
00783923,Allison Stephenson,2023-01-02,178
00788372,Cindy Chan,2023-01-02,176
00792640,Cindy Collins,2023-01-02,228
00797435,Emily Nguyen MD,2023-01-02,240
00802016,Beth Davis,2023-01-02,325
00805209,Julie Patterson DDS,2023-01-02,195
00806159,Miss Kathryn Clark,2023-01-02,107
00809516,Sarah Mathews,2023-01-02,301
00813532,David Walters,2023-01-02,391
00817608,Crystal Price,2023-01-02,133
00820786,Jose Hanson,2023-01-02,296
00823105,Shaun Green,2023-01-02,211
00827797,Alice Robinson,2023-01-02,127
00828222,James Chapman,2023-01-02,240
00832862,Elizabeth Anderson,2023-01-02,428
00834730,Melissa Houston,2023-01-02,147
00837625,Henry Clark,2023-01-02,302
00839606,Dana Anderson,2023-01-02,176
00842439,Robert Sanford,2023-01-02,326
00845834,Carolyn Jones,2023-01-02,112
00846318,Meghan Taylor,2023-01-02,205
00847858,David Johnson,2023-01-02,358
00848723,Nathan Miller,2023-01-02,211
00853270,Michael Rhodes,2023-01-02,181
00856377,Michelle Gutierrez,2023-01-02,467
00858514,Jose Gonzalez,2023-01-02,407
00858807,Mary Vaughan,2023-01-02,357
00862816,Ryan Tyler,2023-01-02,450
00865009,Amanda Atkins,2023-01-02,222
00867022,Tracy Berry,2023-01-02,318
00869724,Jonathan Aguilar,2023-01-02,443
00872692,Sarah Daniel,2023-01-02,267
00873316,James Reynolds,2023-01-02,479
00878159,Mr. Keith Lopez,2023-01-02,106
00879113,Jacob Wiley,2023-01-02,356
00882276,Maurice Arellano,2023-01-02,257
00887008,Kenneth Stephens,2023-01-02,125
00888751,Adam Schneider,2023-01-02,436
00893652,William Morris,2023-01-02,487
00893812,Antonio Daniel,2023-01-02,467
00896719,John Robinson,2023-01-02,157
00897121,Mrs. Amanda Briggs PhD,2023-01-02,491
00899083,Brian Johnson,2023-01-02,420
00902132,Barry Fuller,2023-01-02,109
00904499,Alicia Cook,2023-01-02,260
00906439,Sharon Gonzalez,2023-01-02,336
00906903,Jennifer Rogers,2023-01-02,377
00909471,Diamond Cabrera,2023-01-02,227
00912481,Connie Brown,2023-01-02,486
00914248,Logan Parker,2023-01-02,436
00919120,Jamie Wade,2023-01-02,291
00922262,Dr. Ryan Burnett,2023-01-02,273
00924461,Wayne Gardner,2023-01-02,243
00929089,Brian Cervantes,2023-01-02,339
00933476,Dylan Taylor,2023-01-02,201
00934875,Stacey Ellis,2023-01-02,133
00935631,Stephanie Holloway,2023-01-02,218
00937270,Brittany Cook,2023-01-02,294
00939768,Lindsey Green,2023-01-02,469
00942002,Renee Jones DDS,2023-01-02,406
00943418,Carolyn Gordon,2023-01-02,358
00945312,Angela Powell,2023-01-02,301
00949021,Taylor Nicholson,2023-01-02,265
00953905,Jennifer Lucas,2023-01-02,141
00957192,Sean Myers,2023-01-02,428
00957601,Jeffrey Poole,2023-01-02,162
00958886,Jill Gaines,2023-01-02,126
00961434,Alyssa Meza,2023-01-02,415
00962489,Dennis Drake,2023-01-02,354
00962638,Alexis Strickland,2023-01-02,123
00967146,Ashley Jones,2023-01-02,364
00969176,Robert Hale,2023-01-02,482
00972364,Richard Blair,2023-01-02,479
00974980,James Clark,2023-01-02,420
00977524,Kelly Snyder,2023-01-02,437
00980444,Matthew Elliott,2023-01-02,170
00981852,William Scott,2023-01-02,406
00982321,Mason Lopez,2023-01-02,306
00983603,Susan Ray,2023-01-02,132
00984198,Lacey Reed,2023-01-02,283
00984789,Diana Campbell,2023-01-02,297
00989787,Mrs. Amber Harris,2023-01-02,263
00992650,Jackie Mcdaniel,2023-01-02,497
00995254,Kimberly Spencer,2023-01-02,421
00999176,Erika Peterson,2023-01-02,162
1.00403e+06,Jesse May,2023-01-02,260
1.00644e+06,Samuel Gentry,2023-01-02,447
1.00999e+06,Allison Brown,2023-01-02,271
1.01214e+06,Matthew Jennings,2023-01-02,147
1.01624e+06,Sarah Day,2023-01-02,474
1.0197e+06,Francisco Massey,2023-01-02,408
1.02257e+06,Anthony Barrett,2023-01-02,384
1.02442e+06,Autumn Christensen,2023-01-02,167
1.02863e+06,Kenneth Bailey,2023-01-02,414
1.02952e+06,Courtney Randall,2023-01-02,144
1.03196e+06,Alexis Huynh,2023-01-02,219
1.0355e+06,Melanie Hall,2023-01-02,435
1.03947e+06,Jeffrey Hall,2023-01-02,391
1.04186e+06,Jacob Richardson,2023-01-02,301
1.04367e+06,Caitlyn Price,2023-01-02,176
1.04673e+06,Angel Moore,2023-01-02,139
